country,year,section,total_words,negative_count,positive_count,negative_ratio,positive_ratio,net_sentiment,accession_year,chapter_number,closure_year,years_to_closure,years_to_accession
Bulgaria,2003,Chapter 26: External relations,810,9,9,11.11111111111111,11.11111111111111,0.0,2007,26,2000.0,-3.0,4
Bulgaria,2003,Chapter 27: Common Foreign and Security Policy,728,8,12,10.989010989010989,16.483516483516485,5.494505494505496,2007,27,2000.0,-3.0,4
Bulgaria,2003,Chapter 28: Financial Control,1268,14,19,11.041009463722398,14.98422712933754,3.9432176656151423,2007,28,2002.0,-1.0,4
Bulgaria,2003,Chapter 29: Financial and budgetary provisions,810,6,30,7.407407407407407,37.03703703703704,29.62962962962963,2007,29,2004.0,1.0,4
Bulgaria,2004,Chapter 1: Free movement of Goods,2143,20,26,9.332711152589827,12.132524498366775,2.7998133457769487,2007,1,2002.0,-2.0,3
Bulgaria,2004,Chapter 2: Free movement of Persons,1253,9,15,7.182761372705507,11.971268954509178,4.788507581803671,2007,2,2002.0,-2.0,3
Bulgaria,2004,Chapter 3: Freedom to provide services,1577,13,24,8.243500317057704,15.218769816106532,6.975269499048828,2007,3,2001.0,-3.0,3
Bulgaria,2004,Chapter 4: Free movement of capital,642,20,7,31.152647975077883,10.903426791277258,-20.249221183800625,2007,4,2001.0,-3.0,3
Bulgaria,2004,Chapter 5: Company law,1157,16,18,13.828867761452031,15.557476231633535,1.7286084701815039,2007,5,2001.0,-3.0,3
Bulgaria,2004,Chapter 6: Competition policy,1438,23,41,15.994436717663422,28.51182197496523,12.517385257301807,2007,6,2004.0,0.0,3
Bulgaria,2004,Chapter 7: Agriculture,4279,26,42,6.076186024772143,9.815377424631924,3.7391913998597808,2007,7,2004.0,0.0,3
Bulgaria,2004,Chapter 8: Fisheries,1597,12,15,7.514088916718848,9.39261114589856,1.878522229179712,2007,8,2001.0,-3.0,3
Bulgaria,2004,Chapter 9: Transport policy,1907,22,31,11.536444677503933,16.255899318300997,4.719454640797064,2007,9,2003.0,-1.0,3
Bulgaria,2004,Chapter 10: Taxation,1406,19,20,13.513513513513514,14.22475106685633,0.7112375533428157,2007,10,2002.0,-2.0,3
Bulgaria,2004,Chapter 11: Economic and Monetary Union,707,11,7,15.558698727015559,9.900990099009901,-5.657708628005658,2007,11,2002.0,-2.0,3
Bulgaria,2004,Chapter 12: Statistics,1084,4,23,3.6900369003690034,21.217712177121772,17.527675276752767,2007,12,2000.0,-4.0,3
Bulgaria,2004,Chapter 13: Social Policy and Employment,2546,34,46,13.35428122545169,18.067556952081695,4.713275726630005,2007,13,2002.0,-2.0,3
Bulgaria,2004,Chapter 14: Energy,3192,37,73,11.591478696741854,22.86967418546366,11.278195488721805,2007,14,2002.0,-2.0,3
Bulgaria,2004,Chapter 15: Industry,1440,30,40,20.833333333333332,27.777777777777775,6.944444444444443,2007,15,2001.0,-3.0,3
Bulgaria,2004,Chapter 16: Small and Medium Enterprises,1175,12,35,10.212765957446807,29.787234042553195,19.57446808510639,2007,16,2000.0,-4.0,3
Bulgaria,2004,Chapter 17: Science and research,694,3,14,4.322766570605188,20.172910662824208,15.85014409221902,2007,17,2000.0,-4.0,3
Bulgaria,2004,Chapter 18: Education and Training,802,5,12,6.234413965087282,14.962593516209475,8.728179551122192,2007,18,2000.0,-4.0,3
Bulgaria,2004,Chapter 19: Telecommunications and information technologies,968,20,23,20.66115702479339,23.7603305785124,3.099173553719009,2007,19,2001.0,-3.0,3
Bulgaria,2004,Chapter 20: Culture and audio-visual policy,604,6,13,9.933774834437086,21.52317880794702,11.589403973509933,2007,20,2000.0,-4.0,3
Bulgaria,2004,Chapter 21: Regional Policy and co-ordination of structural instruments,1471,5,29,3.399048266485384,19.714479945615228,16.315431679129844,2007,21,2004.0,0.0,3
Bulgaria,2004,Chapter 22: Environment,1810,22,40,12.154696132596685,22.099447513812155,9.94475138121547,2007,22,2003.0,-1.0,3
Bulgaria,2004,Chapter 23: Consumers and health protection,1208,24,25,19.867549668874172,20.695364238410598,0.8278145695364252,2007,23,2000.0,-4.0,3
Bulgaria,2004,Chapter 24: Co-operation in the field of justice and home affairs,4287,176,62,41.0543503615582,14.462327968276183,-26.592022393282015,2007,24,2003.0,-1.0,3
Bulgaria,2004,Chapter 25: Customs union,1397,28,30,20.042949176807443,21.47458840372226,1.4316392269148182,2007,25,2002.0,-2.0,3
Bulgaria,2004,Chapter 26: External relations,1060,3,12,2.830188679245283,11.320754716981131,8.49056603773585,2007,26,2000.0,-4.0,3
Bulgaria,2004,Chapter 27: Common Foreign and Security Policy,964,9,15,9.336099585062241,15.560165975103734,6.224066390041493,2007,27,2000.0,-4.0,3
Bulgaria,2004,Chapter 28: Financial Control,1396,24,26,17.191977077363898,18.624641833810887,1.4326647564469894,2007,28,2002.0,-2.0,3
Bulgaria,2004,Chapter 29: Financial and budgetary provisions,917,2,25,2.1810250817884405,27.262813522355508,25.081788440567067,2007,29,2004.0,0.0,3
